tid;invoicedate;invoiceduedate;subtotal;shipping;discount;tax;Total;pmethod;notes;status;csd;eid;pamnt;items;taxstatus;discstatus;format_discount;refer;television;combo;punto;term;rec;ron;multi;saldo anterior
11842;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6669;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11843;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6670;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11844;01/12/2020;27/12/2020;-17;0;0;0;-17;;;paid;6671;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11845;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6672;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11846;01/12/2020;27/12/2020;91008;0;0;3992;95000;;;due;6673;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;70000
11847;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6674;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11848;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6675;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11849;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6676;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11850;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6677;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11851;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6678;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11852;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6679;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11853;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6680;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11854;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6681;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11855;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6682;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11856;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6683;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11857;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6684;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11858;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6685;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11859;01/12/2020;27/12/2020;65175;0;0;3992;69167;;;due;6686;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;44167
11860;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6687;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11861;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6688;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11862;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6689;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11863;01/12/2020;27/12/2020;125524;0;0;3992;129516;;;due;6690;8;0;3;yes;0;%;Monterrey;television;3Megas;0;0;no;Cortado;0;74516
11864;01/12/2020;27/12/2020;57008;0;0;3992;61000;;;due;6691;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;36000
11865;01/12/2020;27/12/2020;86008;0;0;3992;90000;;;due;6692;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;65000
11866;01/12/2020;27/12/2020;71008;0;0;3992;75000;;;due;6693;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;50000
11867;01/12/2020;27/12/2020;51408;0;0;3992;55400;;;due;6694;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;30400
11868;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6695;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11869;01/12/2020;27/12/2020;56841;0;0;3992;60833;;;due;6696;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;35833
11870;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6697;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11871;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6698;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11872;01/12/2020;27/12/2020;91008;0;0;3992;95000;;;due;6699;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;70000
11873;01/12/2020;27/12/2020;156469;0;0;3992;160461;;;due;6700;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;135461
11874;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6701;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11875;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6702;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11876;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6703;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11877;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6704;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11878;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6705;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11879;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6706;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11880;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6707;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11881;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6708;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11882;01/12/2020;27/12/2020;43589;0;0;3992;47581;;;due;6709;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;22581
11883;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6710;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11884;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6711;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11885;01/12/2020;27/12/2020;94395;0;0;3992;98387;;;due;6712;8;0;3;yes;0;%;Monterrey;television;5Megas;0;0;no;Cortado;0;33387
11886;01/12/2020;27/12/2020;62110;0;0;3992;66102;;;due;6713;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;41102
11887;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6714;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11888;01/12/2020;27/12/2020;32298;0;0;3992;36290;;;due;6715;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;11290
11889;01/12/2020;27/12/2020;42938;0;0;3992;46930;;;due;6716;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;21930
11890;01/12/2020;27/12/2020;81492;0;0;3992;85484;;;due;6717;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;60484
11891;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6718;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11892;01/12/2020;27/12/2020;39758;0;0;3992;43750;;;due;6719;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;18750
11893;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6720;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11894;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6721;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11895;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6722;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11896;01/12/2020;27/12/2020;55525;0;0;3992;59517;;;due;6723;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;34517
11897;01/12/2020;27/12/2020;91008;0;0;3992;95000;;;due;6724;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;70000
11898;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6725;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11899;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6726;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11900;01/12/2020;27/12/2020;44395;0;0;3992;48387;;;due;6727;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;23387
11901;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6728;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11902;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6729;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11903;01/12/2020;27/12/2020;121008;0;0;3992;125000;;;due;6730;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;100000
11904;01/12/2020;27/12/2020;91808;0;0;3992;95800;;;due;6731;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;70800
11905;01/12/2020;27/12/2020;71008;0;0;3992;75000;;;due;6732;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;50000
11906;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6733;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11907;01/12/2020;27/12/2020;71008;0;0;3992;75000;;;due;6734;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;50000
11908;01/12/2020;27/12/2020;57460;0;0;3992;61452;;;due;6735;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;36452
11909;01/12/2020;27/12/2020;36008;0;0;3992;40000;;;due;6736;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;15000
11910;01/12/2020;27/12/2020;117175;0;0;3992;121167;;;due;6737;8;0;3;yes;0;%;Monterrey;television;5Megas;0;0;no;Cortado;0;56167
11911;01/12/2020;27/12/2020;93589;0;0;3992;97581;;;due;6738;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;72581
11912;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;6739;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11913;01/12/2020;27/12/2020;50175;0;0;3992;54167;;;due;6740;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;29167
11914;01/12/2020;27/12/2020;69395;0;0;3992;73387;;;due;6741;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;48387
11915;01/12/2020;27/12/2020;33508;0;0;3992;37500;;;due;6742;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;12500
